"","Filtros"
"Cancelada","Não"
"Operação","S - Venda"

"Documento","Código Produto","Cancelada","Operação","Valor item NF","Valor Total Item","Desconto Item","Plano de Pagamento","Qtde Item","Descrição Produto","Linha Produto","Setor Produto","Aprovador Desconto"
"30657","9794071","Não","S - Venda","130,00","130,00","0,00","DINHEIRO","1,00","Garrafa Aco Inox 750ml Powder Pt","Plasticos/acrilicos","Plasticos/acrilicos","(blank)"
"30657","2083","Não","S - Venda","4,00","4,00","0,00","DINHEIRO","1,00","Linha Corrente Drima  05836","Caixas","Caixas","(blank)"
"30657","377225","Não","S - Venda","7,00","7,00","0,00","DINHEIRO","4,00","Papel Celofane 0.85cmx1.00m Incolor","Papelaria","Escolar/escritorio","(blank)"
"30657","178433","Não","S - Venda","4,00","4,00","0,00","DINHEIRO","4,00","Laco Facil Md","Caixas","Caixas","(blank)"
"30658","9791632","Não","S - Venda","11,75","11,75","0,00","DINHEIRO","1,00","Fita Iolante Pt 20m 0.13x19mm","Residencial","Elétrica","(blank)"
"30658","2690","Não","S - Venda","19,00","19,00","0,00","DINHEIRO","4,00","Faca Churrasco Tramontina Ipanema Pt","Talheres de Mesa","Utilidades Domesticas","(blank)"
"30659","9794379","Não","S - Venda","7,50","7,50","0,00","DINHEIRO","1,00","Fita Adesiva 5m Silver Tape Startools","Acessorios Escolares","Escolar/escritorio","(blank)"
"30659","10654","Não","S - Venda","56,50","56,50","0,00","DINHEIRO","2,00","Organizador Medio Plast Leo 378","Bazar","Bazar","(blank)"
"30659","10699","Não","S - Venda","26,75","26,75","0,00","DINHEIRO","1,00","Organizador Grande Plast Leo 941","Bazar","Bazar","(blank)"
"30659","26578","Não","S - Venda","22,75","22,75","0,00","DINHEIRO","1,00","Organizador Vacuo 80x130cm","Bazar","Bazar","(blank)"
"30659","2047","Não","S - Venda","3,75","3,75","0,00","DÉBITO - REDE CARD","1,00","Linha Corrente Drima  00042","Caixas","Caixas","(blank)"
"30659","29944","Não","S - Venda","1,75","1,75","0,00","DÉBITO - REDE CARD","1,00","Agulheiro Cestinha","Aces. Liquidif. e Cafet.","Utilidades Domesticas","(blank)"
"30660","20879","Não","S - Venda","18,00","18,00","0,00","QR LINX - PIX","6,00","Pote 1Kg Pp Mel Am C/Tpa","Plasticos/acrilicos","Plasticos/acrilicos","(blank)"
"30660","9791337","Não","S - Venda","4,75","4,75","0,00","QR LINX - PIX","1,00","Cad 1/8 96Fls Espiralado","Cadernos","Escolar/escritorio","(blank)"
"30660","9791632","Não","S - Venda","23,50","23,50","0,00","QR LINX - PIX","2,00","Fita Iolante Pt 20m 0.13x19mm","Residencial","Elétrica","(blank)"
"30660","27760","Não","S - Venda","13,75","13,75","0,00","DÉBITO - REDE CARD","1,00","Borrifador Manual Clink 21x4cm","Plasticos/acrilicos","Plasticos/acrilicos","(blank)"
"30660","10521","Não","S - Venda","10,00","10,00","0,00","DÉBITO - REDE CARD","1,00","Borrifador 350ml Sanremo Plast","Plasticos/acrilicos","Plasticos/acrilicos","(blank)"
"30661","20223","Não","S - Venda","7,75","7,75","0,00","DINHEIRO","1,00","Plastico Adesivo 45cm Leotack Estampado","Papelaria","Escolar/escritorio","(blank)"
"30661","25911","Não","S - Venda","8,00","8,00","0,00","CRÉDITO 1X - REDE CARD","2,00","Cabo Rede Rj45 Cat5e 1m Az","Residencial","Elétrica","(blank)"
"30661","9793015","Não","S - Venda","16,75","16,75","0,00","CRÉDITO 1X - REDE CARD","1,00","Extensao 3m Pl 2p 0.75mm 220v Br Megatron","Residencial","Elétrica","(blank)"
"30661","5485","Não","S - Venda","9,49","9,49","0,00","CRÉDITO 1X - REDE CARD","1,00","Pino T 2p 10a/250v Br","Residencial","Elétrica","(blank)"
"30662","28228","Não","S - Venda","110,00","110,00","0,00","DINHEIRO","1,00","Cupula 15X45X26 Tec Juta","Decoracao e Luminarias","Elétrica","(blank)"
"30662","10673","Não","S - Venda","6,50","6,50","0,00","DINHEIRO","1,00","Cortina Box Plast-Leo 1.35x1.8 Liso","Bazar","Bazar","(blank)"
"30662","25626","Não","S - Venda","13,50","13,50","0,00","DINHEIRO","1,00","Espelho 15X20 Luxo Zein","Moveis e Decoração","Moveis e Decoração","(blank)"
"30662","12212","Não","S - Venda","31,25","31,25","0,00","DINHEIRO","1,00","Fervedor 12 Ruby Vm","Panelas e Afins","Utilidades Domesticas","(blank)"
"30662","2218","Não","S - Venda","37,99","37,99","0,00","DINHEIRO","1,00","Garrafa Term 1L Termolar Personal C/ Rolha Clean Rs","Chimarrao","Utilidades Domesticas","(blank)"
"30662","13737","Não","S - Venda","3,50","3,50","0,00","DINHEIRO","1,00","Abridor Lata/garraf Viel 3114 Inox","Utensilios de Cozinha","Utilidades Domesticas","(blank)"
"30663","9794434","Não","S - Venda","149,40","149,40","0,00","CRÉDITO 1X - REDE CARD","3,60","Plastico Mesa Termico 140cm Glitter","Fracionados","Fracionados","(blank)"
"30663","3885","Não","S - Venda","74,25","74,25","0,00","CRÉDITO 1X - REDE CARD","1,00","Tesoura Poda Metal Cabo Plast Tramontina","Jardim","Jardinagem/flores","(blank)"
"30663","18098","Não","S - Venda","1,50","1,50","0,00","CRÉDITO 1X - REDE CARD","2,00","Gancho C/r S/bucha 10mm Zinc","Fixadores","Ferragem","(blank)"
"30663","30830","Não","S - Venda","2,25","2,25","0,00","CRÉDITO 1X - REDE CARD","3,00","Pitao C/r S/bucha 08mm Zinc","Fixadores","Ferragem","(blank)"
"30663","18693","Não","S - Venda","0,40","0,40","0,00","CRÉDITO 1X - REDE CARD","2,00","Bucha 10 C/ Anel Dtools","Fixadores","Ferragem","(blank)"
"30663","122672","Não","S - Venda","0,45","0,45","0,00","CRÉDITO 1X - REDE CARD","3,00","Bucha Pvc 08","Fixadores","Ferragem","(blank)"
"30663","9790566","Não","S - Venda","38,00","38,00","0,00","CRÉDITO 1X - REDE CARD","1,00","Brinquedo Quebra-Cabecas Super Hero Adventures","Brinquedos","Brinquedos","(blank)"
"30663","30336","Não","S - Venda","7,00","7,00","0,00","CRÉDITO 1X - REDE CARD","1,00","Tampa Spray Para Garrafa CLV22034","Utilidades Domesticas","Utilidades Domesticas","(blank)"
"30663","5600","Não","S - Venda","13,00","13,00","0,00","CRÉDITO 1X - REDE CARD","2,00","Fita Isolante Tramontina 19mm 10m Pt","Acessorios de Ferragem","Ferragem","(blank)"
"30663","9794731","Não","S - Venda","32,50","32,50","0,00","CRÉDITO 1X - REDE CARD","1,00","Pulverizador Plastico 2L Elite","Jardim","Jardinagem/flores","(blank)"
"30663","9277","Não","S - Venda","4,50","4,50","0,00","CRÉDITO 1X - REDE CARD","1,00","Dori Bala Gomets Goma Sino 150Gr","Caixas","Caixas","(blank)"
"30663","9794526","Não","S - Venda","4,75","4,75","0,00","CRÉDITO 1X - REDE CARD","1,00","Marcador Permanente Bic Pt  904386","Acessorios Escolares","Escolar/escritorio","(blank)"
"30663","9792427","Não","S - Venda","4,00","4,00","0,00","CRÉDITO 1X - REDE CARD","1,00","Lapiseira 0.7mm Hit","Acessorios Escolares","Escolar/escritorio","(blank)"
"30663","1375","Não","S - Venda","16,50","16,50","0,00","CRÉDITO 1X - REDE CARD","2,00","Caneta Esf 061 Ice Az ICE/AZ","Acessorios Escolares","Escolar/escritorio","(blank)"
"30663","11261","Não","S - Venda","7,00","7,00","0,00","DINHEIRO","4,00","Cabide Cinquetti Ad Maior Pt","Lavanderia","Lavanderia","(blank)"
"30663","9794568","Não","S - Venda","52,25","52,25","0,00","DINHEIRO","1,00","Assento Sanitario C/Tampa CLC01004","Acessorios de Banheiro","Hidraulicos","(blank)"
"30663","9794752","Não","S - Venda","57,75","57,75","0,00","DINHEIRO","1,00","Cortina Box Poliester 1.98x1.80m Pastilha Az 821797C","Acessorios de Banheiro","Hidraulicos","(blank)"
"30663","10708","Não","S - Venda","25,25","25,25","0,00","DINHEIRO","1,00","Capa Maquina Lavar Vinil Lisa GG 720-GG","Lavanderia","Lavanderia","(blank)"
"30663","9792946","Não","S - Venda","11,50","11,50","0,00","DINHEIRO","1,00","Cabide Sanfonado Madeira 10 Ganchos P","Lavanderia","Lavanderia","(blank)"
"30663","29879","Não","S - Venda","4,50","4,50","0,00","DINHEIRO","1,00","Escova Sanitaria 31x6.5x9cm Plast","Aces. Liquidif. e Cafet.","Utilidades Domesticas","(blank)"
"30663","9791436","Não","S - Venda","25,75","25,75","0,00","DINHEIRO","1,00","Escova Vaso Sanitario","Acessorios de Banheiro","Hidraulicos","(blank)"
"30664","9794688","Não","S - Venda","18,50","18,50","0,00","DINHEIRO","1,00","Caneca Ceramica Pets Lo/ CEC01012","Loucas de Mesa","Loucas","(blank)"
"30664","5497","Não","S - Venda","44,49","44,49","0,00","DINHEIRO","1,00","Extensao 5 Tom. 2p T 10a/250v 3m","Residencial","Elétrica","(blank)"
"30665","15567","Não","S - Venda","13,50","13,50","0,00","DINHEIRO","2,00","Pote Plast Giplas Ret 02l","Plasticos/acrilicos","Plasticos/acrilicos","(blank)"
"30665","14198","Não","S - Venda","18,50","18,50","0,00","DINHEIRO","2,00","Organizador Ret 2.1l Jaguar Slim","Plasticos/acrilicos","Plasticos/acrilicos","(blank)"
"30665","9789790","Não","S - Venda","9,00","9,00","0,00","DINHEIRO","1,00","Cj Ganchos Parede A BEB05029","Bazar","Bazar","(blank)"
"30665","27745","Não","S - Venda","10,50","10,50","0,00","DINHEIRO","1,00","Gancho Parede 3kg Ventosa 2 Pcs","Bazar","Bazar","(blank)"
"30665","9791966","Não","S - Venda","37,50","37,50","0,00","DINHEIRO","2,00","Cabide Multifuncional C","Lavanderia","Lavanderia","(blank)"
"30665","9791965","Não","S - Venda","48,50","48,50","0,00","DINHEIRO","1,00","Cabide Triplo P/Calca C","Lavanderia","Lavanderia","(blank)"
"30666","2958","Não","S - Venda","43,75","43,75","0,00","DINHEIRO","1,00","Panquequeira Tramontina Turim 22 Chumbo","Panelas e Afins","Utilidades Domesticas","(blank)"
"30666","15635","Não","S - Venda","22,75","22,75","0,00","DINHEIRO","1,00","Lixeira Ret C/ Basculante 10l Pt","Lavanderia","Lavanderia","(blank)"
"30667","21410","Não","S - Venda","18,25","18,25","0,00","DINHEIRO","1,00","Tesoura Frango Profissional C/ Mola 9"" Br","Utensilios de Cozinha","Utilidades Domesticas","(blank)"
"30667","9793927","Não","S - Venda","34,00","34,00","0,00","DINHEIRO","1,00","Porta Detergente Organizador Pia Eleganza Pt","Plasticos/acrilicos","Plasticos/acrilicos","(blank)"
"30667","16439","Não","S - Venda","58,00","58,00","0,00","DINHEIRO","2,00","Antena Digital 1096","Acessorios Tv","Elétrica","(blank)"
"30668","9791967","Não","S - Venda","6,25","6,25","0,00","DINHEIRO","1,00","Fita Adesiva PP Transp 45mm 45m COD220","Acessorios Escolares","Escolar/escritorio","(blank)"
"30668","14934","Não","S - Venda","1,50","1,50","0,00","DINHEIRO","1,00","Caneta Esf 1.0mm Jocar Office Velvet Az","Acessorios Escolares","Escolar/escritorio","(blank)"
"30668","26698","Não","S - Venda","21,00","21,00","0,00","DINHEIRO","1,00","Tabua Corte 36.5x22.5cm","Utensilios de Cozinha","Utilidades Domesticas","(blank)"
"30669","112147","Não","S - Venda","0,75","0,75","0,00","DINHEIRO","1,00","Tampa Pia Dpg Polietileno 1.5/8","Pecas Frias","Hidraulicos","(blank)"
"30669","112130","Não","S - Venda","0,50","0,50","0,00","DINHEIRO","1,00","Tampa Pia Dpg Polietileno 1.3/8","Pecas Frias","Hidraulicos","(blank)"
"30669","112093","Não","S - Venda","0,40","0,40","0,00","DINHEIRO","1,00","Tampa Pia Dpg Polietileno 1 7330","Pecas Frias","Hidraulicos","(blank)"
"30669","7339","Não","S - Venda","2,25","2,25","0,00","DINHEIRO","1,00","Mentos Pure Fresh Fresh Mint 8.5g","Caixas","Caixas","(blank)"
"30670","9790310","Não","S - Venda","4,25","4,25","0,00","CRÉDITO 1X - REDE CARD","1,00","Porta Condimento 60ml Tampa Cromada","Utensilios de Cozinha","Utilidades Domesticas","(blank)"
"30670","27191","Não","S - Venda","26,75","26,75","0,00","CRÉDITO 1X - REDE CARD","1,00","Rolo Massa 33cm","Utensilios de Cozinha","Utilidades Domesticas","(blank)"
"30670","3004","Não","S - Venda","21,75","21,75","0,00","CRÉDITO 1X - REDE CARD","1,00","Faca Pao Tramontina Plenus Cb Plast 8","Utensilios de Cozinha","Utilidades Domesticas","(blank)"
"30670","19825","Não","S - Venda","12,50","12,50","0,00","CRÉDITO 1X - REDE CARD","1,00","Esponja Magica Limpeza Pesada","Bazar","Bazar","(blank)"
"30670","18825","Não","S - Venda","7,50","7,50","0,00","CRÉDITO 1X - REDE CARD","1,00","Escumadeira Inox Casa","Talheres de Servir","Utilidades Domesticas","(blank)"
"30670","14099","Não","S - Venda","18,00","18,00","0,00","CRÉDITO 1X - REDE CARD","2,00","Pano Copa 35x60cm Toscana Estampado Sort","Bazar","Bazar","(blank)"
"30671","9794736","Não","S - Venda","22,25","22,25","0,00","DINHEIRO","1,00","Forma Silicone P/ Air Fryer RJ8152","Utensilios de Cozinha","Utilidades Domesticas","(blank)"
"30671","9794838","Não","S - Venda","67,00","67,00","0,00","DINHEIRO","2,00","Faqueiro Tramontina Leme Pt 12Pcs 23198015","Utensilios de Cozinha","Utilidades Domesticas","(blank)"
"30671","7234","Não","S - Venda","4,75","4,75","0,00","DINHEIRO","1,00","Isotonico Powerade Uva Pet 500ml","Bebidas","Bebidas","(blank)"
"30672","29286","Não","S - Venda","2,50","2,50","0,00","DINHEIRO","1,00","Barbeador Wincy Descartavel C/2","Caixas","Caixas","(blank)"
"30672","9790648","Não","S - Venda","40,50","40,50","0,00","DINHEIRO","1,00","CAIXA DESCARGA METASUL INOVA CINZA CLARO","Acessorios de Banheiro","Hidraulicos","(blank)"
"30672","9794675","Não","S - Venda","9,75","9,75","0,00","DINHEIRO","1,00","Fone de Ouvido C/Fio PEI-EP32","Caixas","Caixas","(blank)"
"30672","25737","Não","S - Venda","14,75","14,75","0,00","DÉBITO - REDE CARD","1,00","Pistola C/4 Bolas 15x11x4cm","Brinquedos","Brinquedos","(blank)"
"30672","7657","Não","S - Venda","13,49","13,49","0,00","DÉBITO - REDE CARD","1,00","Porta Detergente Slim Br Plast Pp","Plasticos/acrilicos","Plasticos/acrilicos","(blank)"
"30672","8020","Não","S - Venda","10,25","10,25","0,00","DÉBITO - REDE CARD","1,00","Escova Adapt Plastica Novica","Lavanderia","Lavanderia","(blank)"
"30672","4224","Não","S - Venda","23,80","23,80","0,00","DÉBITO - REDE CARD","2,00","Assadeira Marinex Sufle 0.6l","Loucas de Servir","Loucas","(blank)"
"30673","9792436","Não","S - Venda","0,75","0,75","0,00","DINHEIRO","1,00","Lapis Hb Grafite Onda Joaninha C/Borracha","Acessorios Escolares","Escolar/escritorio","(blank)"
"30673","7196","Não","S - Venda","183,50","183,50","0,00","QR LINX - PIX","1,00","Lixeira Inox C/pedal 12l Brasil","Lavanderia","Lavanderia","(blank)"
"30674","23108","Não","S - Venda","234,25","234,25","0,00","DINHEIRO","1,00","Filtro Agua 6l Salute Flex","Pecas Frias","Hidraulicos","(blank)"
"30674","17638","Não","S - Venda","17,75","17,75","0,00","DINHEIRO","1,00","Suporte Fixo Universal Tv 14 Até 84 Pol","Acessorios Tv","Elétrica","(blank)"
"30675","6315","Não","S - Venda","8,00","8,00","0,00","DINHEIRO","2,00","Lixa Ferro Lfv0046  G 80 Vonder","Pintura","Ferragem","(blank)"
"30675","9794020","Não","S - Venda","6,50","6,50","0,00","DINHEIRO","1,00","Rodinho Pia A1","Utilidades Domesticas","Utilidades Domesticas","(blank)"
"30675","5486","Não","S - Venda","9,49","9,49","0,00","DINHEIRO","1,00","Pino T 2p 10a/250v Pt","Residencial","Elétrica","(blank)"
"30676","8404","Não","S - Venda","146,75","146,75","0,00","DÉBITO - REDE CARD","1,00","Varal Chao Mor C/abas Slim Alum","Lavanderia","Lavanderia","(blank)"
"30676","9789943","Não","S - Venda","76,00","76,00","0,00","DÉBITO - REDE CARD","4,00","Taca 210ml Champagne Lira G4U","GERAL","Loucas","(blank)"
"30676","9794657","Não","S - Venda","29,25","29,25","0,00","DÉBITO - REDE CARD","1,00","CJ C/6 Copos 250ml Espiral D01/ Lemon D03 BV0061","Loucas de Mesa","Loucas","(blank)"
"30676","8305","Não","S - Venda","23,00","23,00","0,00","DINHEIRO","1,00","Refil Cadeira Praia Alta Mor","Camping","Camping","(blank)"
"30677","24650","Não","S - Venda","534,00","534,00","0,00","DINHEIRO","1,00","Mala Viagem Abs 28 Dr","Mochilas","Escolar/escritorio","(blank)"
"30677","14553","Não","S - Venda","55,50","55,50","0,00","DINHEIRO","6,00","Lampada Led Tkl 100 17w 6500k","Lampadas","Elétrica","(blank)"
"30678","447775","Não","S - Venda","0,50","0,50","0,00","DINHEIRO","2,00","Parafuso Madeira 3.5x40 Chata Chipboard Mister","Fixadores","Ferragem","(blank)"
"30678","447768","Não","S - Venda","0,30","0,30","0,00","DINHEIRO","2,00","Parafuso Madeira 3.5x30 Chata Chipboard Mister","Fixadores","Ferragem","(blank)"
"30678","1289","Não","S - Venda","4,75","4,75","0,00","DINHEIRO","1,00","Bis Xtra Ao Leite","Caixas","Caixas","(blank)"
"30678","1256","Não","S - Venda","4,75","4,75","0,00","DINHEIRO","1,00","Bis Xtra Black","Caixas","Caixas","(blank)"
"30678","9790665","Não","S - Venda","15,00","15,00","0,00","DINHEIRO","1,00","LUVA NEOPRENE/LATEX NEOLATEX N08 M DANNY CA 5774","Acessorios de Ferragem","Ferragem","(blank)"
"30678","14081","Não","S - Venda","11,50","11,50","0,00","DINHEIRO","1,00","Saco Colorido 58x78cm Especial Cz","Bazar","Bazar","(blank)"
"30679","9792177","Não","S - Venda","9,50","9,50","0,00","DINHEIRO","1,00","Manteigueira Decor Plasutil","Plasticos/acrilicos","Plasticos/acrilicos","(blank)"
"30679","3005","Não","S - Venda","10,75","10,75","0,00","DINHEIRO","1,00","Faca P/Tomate Tramontina Plenus 5 Pt","Utensilios de Cozinha","Utilidades Domesticas","(blank)"
"30679","22039","Não","S - Venda","2,00","2,00","0,00","DINHEIRO","1,00","Tekbond Instantanea 2g","Caixas","Caixas","(blank)"
"30679","9793082","Não","S - Venda","3,00","3,00","0,00","DINHEIRO","1,00","Cola Inst 2g Three Bond Nova","Caixas","Caixas","(blank)"
"30680","9794634","Não","S - Venda","43,75","43,75","0,00","DINHEIRO","1,00","Porta Mantimentos Biscoito 14X14X16CM BL0020 1","Utilidades Domesticas","Utilidades Domesticas","(blank)"
"30680","2314","Não","S - Venda","24,75","24,75","0,00","DINHEIRO","1,00","Nugget Liq 60ml Marrom","Lavanderia","Lavanderia","(blank)"
"30680","19979","Não","S - Venda","74,00","74,00","0,00","DINHEIRO","1,00","Quadro M 42x62cm Mold 2 Sem Vidro Portal da Imagem","Moveis e Decoração","Moveis e Decoração","(blank)"
"30680","6958","Não","S - Venda","39,75","39,75","0,00","BANRICOMPRAS 1X TEF","3,00","Cad Univ Cd 1m 80Fls Pet Fsc","Cadernos","Escolar/escritorio","(blank)"
"30680","6988","Não","S - Venda","15,75","15,75","0,00","BANRICOMPRAS 1X TEF","1,00","Cad Univ Cd 1m 80fls Believe","Cadernos","Escolar/escritorio","(blank)"
"30681","9793521","Não","S - Venda","29,90","29,90","0,00","CRÉDITO 1X - REDE CARD","1,00","Pocket Abremente - Intruso","Livros","Escolar/escritorio","(blank)"
"30681","14861","Não","S - Venda","0,50","0,50","0,00","DINHEIRO","1,00","Envelope Kraft Natural25 176x250mm","Papelaria","Escolar/escritorio","(blank)"
"30682","13432","Não","S - Venda","7,00","7,00","0,00","DINHEIRO","1,00","Porta Leite Delta Util Ps1800","Plasticos/acrilicos","Plasticos/acrilicos","(blank)"
"30682","9790184","Não","S - Venda","8,00","8,00","0,00","DINHEIRO","1,00","CHAVE P000 ELETRONICOS C/6 AR0033","Ferramentas Manuais","Ferragem","(blank)"
"30682","11146","Não","S - Venda","84,90","84,90","0,00","DINHEIRO","1,00","Ducha Maxi Banho Ultra Com Cano 5500w 220v - Lorenzetti","Chuveiros e Aquecedores","Elétrica","(blank)"
"30682","30904","Não","S - Venda","32,25","32,25","0,00","DINHEIRO","1,00","Sombrinha Mini Lm","Bazar","Bazar","(blank)"
"30683","10716","Não","S - Venda","7,50","7,50","0,00","DINHEIRO","1,00","Cortina Box Polietileno Estampada","Acessorios de Banheiro","Hidraulicos","(blank)"
"30683","16649","Não","S - Venda","15,00","15,00","0,00","DINHEIRO","1,00","Cesto Multiuso Oval","Lavanderia","Lavanderia","(blank)"
"30683","9791435","Não","S - Venda","7,98","7,98","0,00","DINHEIRO","2,00","Descanso Panela Bambu","Brinquedos","Brinquedos","(blank)"
"30683","8411","Não","S - Venda","4,25","4,25","0,00","DINHEIRO","1,00","Prendedor Roupa Mor Madeira 12 Pcs","Lavanderia","Lavanderia","(blank)"
"30683","5802","Não","S - Venda","9,25","9,25","0,00","DINHEIRO","1,00","Cabide Multifuncional 5 Camadas Roupas Calcas","Lavanderia","Lavanderia","(blank)"
"30683","10380","Não","S - Venda","16,00","16,00","0,00","DINHEIRO","1,00","Cabide Plast Pend Mais 6pc","Lavanderia","Lavanderia","(blank)"
"30684","9794799","Não","S - Venda","35,75","35,75","0,00","DINHEIRO","1,00","Cadeado CR40","Acessorios de Ferragem","Ferragem","(blank)"
